,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,RESULTDTTM,SUM_VIOLATIONS,SCORE,GRADE
34174,18544,2012-02-08 17:33:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-17 14:41:00,14,86,B
34176,24130,2012-01-09 08:27:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-17 15:11:00,26,74,C
34177,19084,2011-12-07 15:05:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2014-11-17 15:28:00,22,78,C
34180,20814,2012-02-13 11:08:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_FailExt,2014-11-18 09:19:00,10,90,B
34181,18510,2012-01-23 14:39:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-18 10:17:00,36,64,C
34183,75857,2011-12-14 15:20:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-18 10:26:00,8,92,B
34184,90916,2013-06-07 14:53:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-18 10:42:00,14,86,B
34186,22781,2012-01-11 11:07:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-18 10:50:00,11,89,B
34187,18841,2011-12-12 14:53:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-18 10:58:00,61,39,C
34188,23678,2012-02-14 12:24:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-18 11:04:00,20,80,C
34193,23626,2012-02-14 12:32:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-18 11:29:00,20,80,C
34194,19694,2012-01-19 17:26:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-18 11:33:00,58,42,C
34195,73431,2011-12-28 10:15:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2014-11-18 11:38:00,18,82,B
34196,84979,2013-01-03 15:06:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-18 11:55:00,26,74,C
34197,23644,2011-12-28 15:24:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-18 11:59:00,25,75,C
34199,24709,2012-02-10 09:26:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-18 12:19:00,10,90,B
34200,20018,2012-02-15 10:40:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-18 12:28:00,42,58,C
34201,80602,2013-05-02 09:25:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2014-11-18 12:36:00,48,52,C
34203,78071,2012-02-03 14:16:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-18 12:58:00,19,81,B
34204,19907,2012-01-06 15:19:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-18 13:24:00,14,86,B
34205,21261,2012-01-11 15:16:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-18 13:30:00,36,64,C
34207,23597,2012-01-19 17:08:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-18 13:44:00,14,86,B
34208,125668,2014-06-11 10:38:00,2016-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-18 13:48:00,12,88,B
34209,30905,2012-02-15 08:54:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-18 14:01:00,138,-38,C
34210,24581,2011-12-15 13:33:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-18 14:05:00,52,48,C
34211,22841,2011-12-30 12:27:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-18 14:16:00,26,74,C
34212,31995,2012-06-07 08:42:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-18 14:37:00,10,90,B
34215,21518,2012-01-26 15:07:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2014-11-18 14:57:00,6,94,A
34219,37123,2012-02-14 14:43:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_OutBus,2014-11-19 08:55:00,0,100,A
34220,31172,2012-02-14 14:54:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2014-11-19 09:23:00,6,94,A
34221,20986,2012-01-06 14:48:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-19 10:04:00,20,80,C
34222,37129,2012-03-26 09:30:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-19 10:11:00,64,36,C
34226,20622,2012-02-15 10:27:00,2015-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2014-11-19 10:46:00,10,90,B
34229,25520,2012-02-10 13:07:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_OutBus,2014-11-19 11:07:00,0,100,A
34230,24109,2012-02-23 15:21:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-19 11:11:00,22,78,C
34232,34634,2012-03-12 09:19:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-19 11:18:00,28,72,C
34238,18316,2012-01-31 13:53:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-19 11:56:00,35,65,C
34239,76361,2012-01-10 12:20:00,2016-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2014-11-19 11:59:00,30,70,C
34240,30905,2012-02-15 08:54:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-11-19 12:02:00,91,9,C
34245,67798,2012-02-13 12:10:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-19 12:32:00,47,53,C
34249,31413,2012-01-24 14:07:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-19 13:02:00,6,94,A
34251,28892,2012-03-07 13:48:00,2014-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-19 13:06:00,33,67,C
34252,18569,2011-12-13 11:43:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2014-11-19 13:07:00,20,80,C
34253,22175,2011-12-13 11:25:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_FailExt,2014-11-19 13:13:00,12,88,B
34254,25721,2011-12-08 14:43:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2014-11-19 13:24:00,10,90,B
34259,122277,2014-07-18 09:20:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-19 13:47:00,16,84,B
34264,87044,2013-04-16 09:01:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-19 14:36:00,8,92,B
34265,98329,2013-10-24 08:29:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2014-11-19 14:44:00,31,69,C
34266,29261,2012-02-27 13:52:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-19 14:50:00,60,40,C
34270,67682,2012-01-26 13:05:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2014-11-20 10:28:00,17,83,B
34275,22174,2011-12-15 14:56:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-20 11:00:00,22,78,C
34276,23559,2012-06-05 10:48:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-20 11:11:00,12,88,B
34277,33316,2011-12-19 15:23:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2014-11-20 11:12:00,14,86,B
34279,18844,2011-12-30 13:15:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-20 11:14:00,49,51,C
34282,18606,2012-02-24 10:54:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-20 11:38:00,85,15,C
34284,23680,2011-12-13 10:24:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2014-11-20 11:59:00,17,83,B
34287,19536,2012-02-15 09:19:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-20 12:12:00,6,94,A
34288,26189,2012-01-23 13:57:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-20 12:22:00,8,92,B
34291,24711,2012-01-03 13:56:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-20 12:37:00,12,88,B
34295,21092,2011-12-08 13:07:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-20 13:03:00,88,12,C
34297,67872,2011-12-22 12:14:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_TSOP,2014-11-20 13:27:00,17,83,B
34301,24031,2012-02-15 13:57:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2014-11-20 14:13:00,12,88,B
34304,19674,2011-12-23 11:25:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-20 14:32:00,10,90,B
34305,74822,2012-02-23 09:11:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-20 14:32:00,46,54,C
34308,31938,2012-01-26 12:43:00,2016-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2014-11-21 09:04:00,22,78,C
34309,129832,2014-11-19 11:08:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2014-11-21 09:51:00,16,84,B
34310,18713,2011-12-05 08:52:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-21 10:07:00,8,92,B
34316,124613,2013-12-11 10:13:00,2015-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2014-11-21 10:32:00,20,80,C
34317,22952,2012-01-27 11:56:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-21 10:33:00,8,92,B
34318,32640,2012-05-24 09:20:00,2016-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2014-11-21 10:40:00,12,88,B
34319,79345,2012-05-18 11:04:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2014-11-21 11:12:00,19,81,B
34322,86896,2013-02-27 09:25:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-21 11:43:00,8,92,B
34323,76200,2012-01-18 12:27:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2014-11-21 11:50:00,8,92,B
34327,68241,2012-01-18 17:26:00,2015-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2014-11-21 12:10:00,27,73,C
34329,18442,2012-02-14 14:18:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-21 12:20:00,48,52,C
34331,75189,2012-01-09 16:11:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-21 12:40:00,8,92,B
34336,25873,2012-01-09 08:29:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2014-11-21 13:08:00,36,64,C
34337,77128,2012-04-26 11:25:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-11-21 13:14:00,10,90,B
34346,24526,2011-12-09 13:14:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2014-11-21 14:44:00,2,98,A
34349,126329,2014-02-11 10:30:00,2018-12-31 23:59:00,Active,MFW,Mobile Food Walk On,HE_Fail,2014-11-21 17:35:00,18,82,B
34352,25671,2012-01-10 14:27:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Hearing,2014-11-24 09:01:00,12,88,B
34354,34643,2012-03-12 12:01:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-24 09:37:00,22,78,C
34356,81178,2012-10-18 09:20:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-24 10:17:00,73,27,C
34357,21453,2012-01-11 14:53:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Hearing,2014-11-24 10:19:00,2,98,A
34359,77111,2013-05-23 11:11:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-24 10:40:00,12,88,B
34360,74668,2012-09-06 12:04:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-24 10:45:00,30,70,C
34361,76750,2012-01-10 14:01:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2014-11-24 11:11:00,26,74,C
34362,21157,2012-01-13 11:34:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2014-11-24 11:14:00,11,89,B
34363,29259,2012-03-07 14:33:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-24 11:19:00,33,67,C
34367,21092,2011-12-08 13:07:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2014-11-24 11:43:00,48,52,C
34368,21295,2011-12-19 12:17:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-24 11:43:00,77,23,C
34369,37224,2011-12-09 11:27:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2014-11-24 11:45:00,10,90,B
34370,76951,2012-04-26 11:29:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-24 12:01:00,26,74,C
34371,67921,2012-01-26 12:36:00,2014-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2014-11-24 12:10:00,13,87,B
34375,28689,2012-02-13 10:32:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_TSOP,2014-11-24 13:04:00,0,100,A
34376,23801,2011-12-30 09:37:00,2015-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2014-11-24 13:19:00,18,82,B
34378,34650,2011-12-12 14:50:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-24 13:32:00,16,84,B
34379,34696,2012-02-08 17:21:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-24 13:45:00,33,67,C
34380,23089,2011-12-30 13:04:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-24 13:49:00,10,90,B
34381,20550,2012-01-05 14:53:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-24 14:07:00,20,80,C
34382,19671,2012-01-06 12:20:00,2015-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2014-11-24 14:08:00,26,74,C
34385,20163,2012-02-09 13:32:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-24 14:19:00,10,90,B
34386,18231,2012-02-15 14:37:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-24 14:24:00,10,90,B
34390,27661,2012-02-13 10:09:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-24 14:38:00,24,76,C
34391,32277,2012-02-21 15:45:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-24 15:10:00,14,86,B
34394,37129,2012-03-26 09:30:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-11-25 10:12:00,8,92,B
34397,90916,2013-06-07 14:53:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2014-11-25 10:38:00,4,96,A
34400,24273,2011-12-16 12:38:00,2016-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-25 10:55:00,9,91,B
34402,25525,2012-01-05 12:49:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-25 11:01:00,12,88,B
34405,18572,2011-12-15 13:35:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-25 11:36:00,20,80,C
34406,21039,2011-12-12 08:47:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-25 11:37:00,19,81,B
34409,68682,2012-02-13 10:20:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-25 11:46:00,12,88,B
34410,21132,2012-01-11 07:39:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-25 11:51:00,8,92,B
34411,24478,2012-02-10 08:51:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-25 11:54:00,16,84,B
34416,74763,2011-12-09 10:42:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-25 12:19:00,49,51,C
34418,75230,2012-06-05 10:45:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2014-11-25 12:39:00,20,80,C
34419,26941,2012-01-05 11:02:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-25 12:41:00,94,6,C
34420,19694,2012-01-19 17:26:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2014-11-25 12:47:00,6,94,A
34421,67430,2011-12-27 11:22:00,2015-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2014-11-25 12:50:00,8,92,B
34422,80147,2013-09-26 12:41:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-11-25 12:50:00,13,87,B
34424,21490,2011-12-22 11:51:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2014-11-25 13:09:00,10,90,B
34427,23834,2012-01-31 16:23:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2014-11-25 13:30:00,35,65,C
34434,20579,2011-12-15 13:59:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-25 14:24:00,14,86,B
34441,18606,2012-02-24 10:54:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2014-11-26 08:14:00,10,90,B
34444,21308,2012-02-15 08:52:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2014-11-26 10:51:00,24,76,C
34445,29334,2012-01-27 11:47:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-11-26 10:56:00,4,96,A
34447,76361,2012-01-10 12:20:00,2016-12-31 23:59:00,Inactive,RF,Retail Food,HE_FailExt,2014-11-26 11:10:00,28,72,C
34454,23729,2012-02-01 14:24:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-26 12:20:00,14,86,B
34455,26941,2012-01-05 11:02:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-11-26 12:20:00,60,40,C
34456,34773,2012-04-10 11:30:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-28 10:55:00,46,54,C
34457,18777,2011-12-30 13:11:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-28 11:00:00,71,29,C
34463,24666,2012-01-05 11:02:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-28 11:49:00,24,76,C
34470,18493,2011-12-09 09:39:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-11-28 12:08:00,132,-32,C
34478,32029,2012-02-09 12:35:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-28 12:20:00,2,98,A
34483,32066,2012-02-09 12:35:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-28 12:30:00,4,96,A
34504,80044,2013-01-04 15:20:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-11-28 14:05:00,21,79,C
34505,18961,2012-01-09 15:57:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-11-28 14:14:00,25,75,C
34508,21453,2012-01-11 14:53:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_FailExt,2014-12-01 10:09:00,2,98,A
34510,79345,2012-05-18 11:04:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Hearing,2014-12-01 10:24:00,9,91,B
34513,32027,2012-01-05 08:42:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-12-01 10:40:00,28,72,C
34515,77111,2013-05-23 11:11:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2014-12-01 10:46:00,12,88,B
34516,21184,2012-03-21 13:33:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-12-01 10:47:00,18,82,B
34518,32475,2011-12-08 13:51:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2014-12-01 10:57:00,34,66,C
34524,18748,2011-12-30 10:39:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-12-01 11:37:00,26,74,C
34525,23559,2012-06-05 10:48:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2014-12-01 11:39:00,2,98,A
34526,21688,2011-12-19 12:25:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2014-12-01 11:44:00,28,72,C
34527,21295,2011-12-19 12:17:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-12-01 11:55:00,10,90,B
34528,67798,2012-02-13 12:10:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-12-01 11:57:00,19,81,B
34530,26451,2012-02-14 14:37:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-12-01 12:23:00,4,96,A
34533,19982,2012-02-24 10:14:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-01 12:44:00,28,72,C
34536,87044,2013-04-16 09:01:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2014-12-01 13:01:00,2,98,A
34541,34634,2012-03-12 09:19:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2014-12-01 13:29:00,4,96,A
34552,26189,2012-01-23 13:57:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2014-12-01 14:04:00,2,98,A
34554,32649,2012-01-24 08:34:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-01 14:18:00,62,38,C
34559,18572,2011-12-15 13:35:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2014-12-02 08:42:00,10,90,B
34560,31165,2012-02-14 12:19:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Hearing,2014-12-02 09:07:00,2,98,A
34567,32129,2012-02-23 13:32:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-02 10:57:00,26,74,C
34569,18298,2011-12-19 14:20:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-12-02 11:05:00,10,90,B
34570,21083,2012-01-13 12:18:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-12-02 11:09:00,46,54,C
34574,81351,2012-10-18 09:17:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-02 11:28:00,20,80,C
34577,18296,2012-04-23 11:00:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-02 11:55:00,12,88,B
34579,23059,2012-02-21 14:24:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-02 11:58:00,8,92,B
34583,23084,2012-08-02 13:04:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2014-12-02 12:18:00,14,86,B
34585,27921,2012-01-11 15:31:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-02 12:21:00,72,28,C
34586,91094,2013-11-13 09:11:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-12-02 12:37:00,12,88,B
34587,126492,2014-03-25 13:03:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-02 12:38:00,35,65,C
34589,20143,2011-12-14 09:54:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-12-02 12:51:00,12,88,B
34591,21420,2012-02-15 13:48:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-12-02 13:02:00,48,52,C
34592,20241,2012-06-04 08:53:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-12-02 13:10:00,17,83,B
34593,23668,2012-02-10 12:58:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-02 13:31:00,26,74,C
34595,21201,2012-02-08 15:23:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-02 13:46:00,24,76,C
34597,26464,2012-02-15 10:32:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-02 14:25:00,20,80,C
34602,90108,2013-03-28 10:43:00,2014-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-02 14:51:00,12,88,B
34603,30610,2011-12-13 10:13:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-12-02 14:52:00,45,55,C
34608,73446,2012-01-31 13:36:00,2015-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2014-12-03 10:55:00,14,86,B
34611,20055,2012-02-13 11:05:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2014-12-03 11:11:00,16,84,B
34612,68822,2011-10-28 15:41:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2014-12-03 11:16:00,4,96,A
34616,24997,2012-04-19 14:47:00,2016-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-03 11:26:00,8,92,B
34622,20400,2012-04-27 09:22:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-03 11:54:00,50,50,C
34624,21565,2011-12-28 12:17:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2014-12-03 12:02:00,14,86,B
34626,19671,2012-01-06 12:20:00,2015-12-31 23:59:00,Inactive,RF,Retail Food,HE_Hearing,2014-12-03 12:19:00,26,74,C
34627,22561,2012-01-25 13:48:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2014-12-03 12:22:00,24,76,C
